Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
SAINT JOHNS PREPARATORY SCHOOL240515,SAINT JOHNS PREPARATORY SCHOOL,Collegeville,Minnesota,4.1,4.22,
SAINT JOHNS SCHOOL525202,SAINT JOHNS SCHOOL,Tamuning,Guam,3.96,4.04,
SAINT JOHNSBURY ACADEMY460395,SAINT JOHNSBURY ACADEMY,St Johnsbury,Vermont,3.68,3.77,3.71
SAINT JOSEPH ACADEMY440915,SAINT JOSEPH ACADEMY,Brownsville,Texas,3.84,,
SAINT JOSEPH HIGH SCHOOL070797,SAINT JOSEPH HIGH SCHOOL,Trumbull,Connecticut,3.52,3.64,3.64
SAINT JOSEPH HIGH SCHOOL233385,SAINT JOSEPH HIGH SCHOOL,Saint Joseph,Michigan,4.09,,
SAINT JOSEPH HIGH SCHOOL310790,SAINT JOSEPH HIGH SCHOOL,Metuchen,New Jersey,4.01,4.1,
SAINT JOSEPHS PREPARATORY SCH393480,SAINT JOSEPHS PREPARATORY SCH,Philadelphia,Pennsylvania,3.96,,
SAINT LOUIS PARK HIGH SCHOOL242205,SAINT LOUIS PARK HIGH SCHOOL,Saint Louis Park,Minnesota,4.05,4.1,
SAINT LOUIS SCHOOL120110,SAINT LOUIS SCHOOL,Honolulu,Hawaii,3.86,3.87,
SAINT LOUIS UNIVERSITY HS263065,SAINT LOUIS UNIVERSITY HS,Saint Louis,Missouri,3.71,3.94,
SAINT MARKS SCHOOL OF TEXAS441805,SAINT MARKS SCHOOL OF TEXAS,Dallas,Texas,3.97,4.01,
SAINT MARKS SCHOOL221965,SAINT MARKS SCHOOL,Southborough,Massachusetts,3.94,,
SAINT MARYS ACADEMY HIGH SCH060535,SAINT MARYS ACADEMY HIGH SCH,Englewood,Colorado,4.11,4.09,
SAINT MARYS ACADEMY380920,SAINT MARYS ACADEMY,Portland,Oregon,3.87,3.85,
SAINT MARYS EPISCOPAL SCHOOL431462,SAINT MARYS EPISCOPAL SCHOOL,Memphis,Tennessee,4.06,4.06,
SAINT MARYS HALL446220,SAINT MARYS HALL,San Antonio,Texas,3.86,3.94,4.04
SAINT MARYS HIGH SCHOOL333015,SAINT MARYS HIGH SCHOOL,Manhasset,New York,3.67,,
SAINT MARYS PREPARATORY232880,SAINT MARYS PREPARATORY,Orchard Lake,Michigan,3.97,4.06,
SAINT MARYS RYKEN HIGH SCHOOL210703,SAINT MARYS RYKEN HIGH SCHOOL,Leonardtown,Maryland,3.86,,
SAINT MARYS SCHOOL343235,SAINT MARYS SCHOOL,Raleigh,North Carolina,4.1,4.12,
SAINT MARYS SCHOOL380655,SAINT MARYS SCHOOL,Medford,Oregon,3.98,3.99,
SAINT MICHAELS CATHOLIC ACAD440313,SAINT MICHAELS CATHOLIC ACAD,Austin,Texas,3.62,3.76,
SAINT PAUL ACADEMY AND SUMMIT242315,SAINT PAUL ACADEMY AND SUMMIT,Saint Paul,Minnesota,3.8,3.82,
SAINT PAUL CONSERVATORY PFRMNG242284,SAINT PAUL CONSERVATORY PFRMNG,Saint Paul,Minnesota,3.98,,
SAINT PETERS PREPARATORY SCH310645,SAINT PETERS PREPARATORY SCH,Jersey City,New Jersey,3.6,,
SAINT PETERSBURG SENIOR HS101530,SAINT PETERSBURG SENIOR HS,Saint Petersburg,Florida,4.11,,
SAINT PIUS X CATHOLIC HS110226,SAINT PIUS X CATHOLIC HS,Atlanta,Georgia,3.88,,
SAINT STEPHENS EPISCOPAL SCH440315,SAINT STEPHENS EPISCOPAL SCH,Austin,Texas,3.88,3.93,3.86
SAINT THOMAS AQUINAS HS100475,SAINT THOMAS AQUINAS HS,Fort Lauderdale,Florida,3.86,4.13,
SAINT VIATOR HIGH SCHOOL140098,SAINT VIATOR HIGH SCHOOL,Arlington Hgts,Illinois,3.67,3.77,
SAINT XAVIER HIGH SCHOOL361110,SAINT XAVIER HIGH SCHOOL,Cincinnati,Ohio,4.05,,
SALEM ACADEMY344455,SALEM ACADEMY,Winston Salem,North Carolina,3.84,,
SALEM HIGH SCHOOL233045,SALEM HIGH SCHOOL,Canton,Michigan,4.12,4.11,
SALISBURY SCHOOL070655,SALISBURY SCHOOL,Salisbury,Connecticut,4.03,4.03,
SALPOINTE CATHOLIC HIGH SCHOOL030510,SALPOINTE CATHOLIC HIGH SCHOOL,Tucson,Arizona,3.93,,
SAMMAMISH HIGH SCHOOL480072,SAMMAMISH HIGH SCHOOL,Bellevue,Washington,4.06,4.07,
SANDIA HIGH SCHOOL320037,SANDIA HIGH SCHOOL,Albuquerque,New Mexico,3.8,,
SANDIA PREPARATORY SCHOOL320042,SANDIA PREPARATORY SCHOOL,Albuquerque,New Mexico,3.74,3.73,
SANDRA DAY OCONNOR HS030173,SANDRA DAY OCONNOR HS,Phoenix,Arizona,3.69,3.87,
SANDY SPRING FRIENDS SCHOOL210937,SANDY SPRING FRIENDS SCHOOL,Sandy Spring,Maryland,3.73,3.73,
SANFORD H CALHOUN HIGH SCHOOL333098,SANFORD H CALHOUN HIGH SCHOOL,Merrick,New York,4.07,,
SANTA FE HIGH SCHOOL320630,SANTA FE HIGH SCHOOL,Santa Fe,New Mexico,3.69,,
SARATOGA SPRINGS HIGH SCHOOL335045,SARATOGA SPRINGS HIGH SCHOOL,Saratoga Springs,New York,4.03,,
SAVANNAH COUNTRY DAY SCHOOL112700,SAVANNAH COUNTRY DAY SCHOOL,Savannah,Georgia,3.79,,
SCARBOROUGH HIGH SCHOOL200895,SCARBOROUGH HIGH SCHOOL,Scarborough,Maine,4.08,,
SCARSDALE HIGH SCHOOL335090,SCARSDALE HIGH SCHOOL,Scarsdale,New York,3.8,3.85,3.96
SCHOOL ADVANCED STUDIES/SOUTH101179,SCHOOL ADVANCED STUDIES/SOUTH,Miami,Florida,4.14,,
SCHOOL FOR ADV STUDIES WOLFSON101006,SCHOOL FOR ADV STUDIES WOLFSON,Miami,Florida,3.9,,
SCHOOL WITHOUT WALLS090199,SCHOOL WITHOUT WALLS,Washington,District of Columbia,3.97,3.97,3.98
SCIENCE ACADEMY OF SOUTH TEXAS444682,SCIENCE ACADEMY OF SOUTH TEXAS,Mercedes,Texas,4.01,3.98,
SCITUATE HIGH SCHOOL221890,SCITUATE HIGH SCHOOL,Scituate,Massachusetts,4.08,4.05,
SCOTCH PLAINS-FANWOOD HS311360,SCOTCH PLAINS-FANWOOD HS,Scotch Plains,New Jersey,3.89,,
SCOTTSDALE PREPARATORY ACADEMY030661,SCOTTSDALE PREPARATORY ACADEMY,Scottsdale,Arizona,3.68,,
SEABURY HALL120198,SEABURY HALL,Makawao,Hawaii,3.61,3.85,
SEATTLE ACADEMY481154,SEATTLE ACADEMY,Seattle,Washington,3.67,3.72,
SEATTLE PREPARATORY SCHOOL481160,SEATTLE PREPARATORY SCHOOL,Seattle,Washington,3.85,3.84,
SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,Washington,4.09,4.11,
SEMINOLE HIGH SCHOOL101565,SEMINOLE HIGH SCHOOL,Sanford,Florida,3.85,4.13,
SENTINEL HIGH SCHOOL270625,SENTINEL HIGH SCHOOL,Missoula,Montana,3.86,,
SETON CATHOLIC CENTRAL HS330431,SETON CATHOLIC CENTRAL HS,Binghamton,New York,3.32,3.51,
SETON CATHOLIC PREPARATORY030047,SETON CATHOLIC PREPARATORY,Chandler,Arizona,3.87,,
SETON HALL PREPARATORY SCHOOL311390,SETON HALL PREPARATORY SCHOOL,West Orange,New Jersey,4.12,4.12,
SETON LASALLE CATHOLIC HS393908,SETON LASALLE CATHOLIC HS,Pittsburgh,Pennsylvania,3.44,,
SEVEN HILLS SCHOOL361005,SEVEN HILLS SCHOOL,Cincinnati,Ohio,3.81,3.89,
SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,Texas,3.89,3.87,3.89
SEVERN SCHOOL210945,SEVERN SCHOOL,Severna Park,Maryland,3.81,,
SEVERNA PARK SENIOR HS210943,SEVERNA PARK SENIOR HS,Severna Park,Maryland,4.16,4.13,
SEWICKLEY ACADEMY394475,SEWICKLEY ACADEMY,Sewickley,Pennsylvania,4.1,,
SHADOW CREEK HIGH SCHOOL440007,SHADOW CREEK HIGH SCHOOL,Pearland,Texas,4.07,,
SHADY SIDE ACADEMY393901,SHADY SIDE ACADEMY,Pittsburgh,Pennsylvania,3.82,3.78,
SHAKER HEIGHTS HIGH SCHOOL361395,SHAKER HEIGHTS HIGH SCHOOL,Shaker Heights,Ohio,4.11,,
SHAKER HIGH SCHOOL333388,SHAKER HIGH SCHOOL,Latham,New York,4.19,4.2,
SHAKOPEE SENIOR HIGH SCHOOL242375,SHAKOPEE SENIOR HIGH SCHOOL,Shakopee,Minnesota,4.16,,
SHARON HIGH SCHOOL221895,SHARON HIGH SCHOOL,Sharon,Massachusetts,3.66,3.65,
SHATTUCK-SAINT MARYS SCHOOL240810,SHATTUCK-SAINT MARYS SCHOOL,Faribault,Minnesota,3.87,3.95,
SHAWNEE MISSION EAST HS172473,SHAWNEE MISSION EAST HS,Shawnee Mission,Kansas,4.01,4.11,
SHENENDEHOWA HIGH SCHOOL EAST331845,SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,New York,4.08,4.15,
SHERWOOD HIGH SCHOOL210940,SHERWOOD HIGH SCHOOL,Sandy Spring,Maryland,4.11,4.23,
SHERWOOD HIGH SCHOOL381085,SHERWOOD HIGH SCHOOL,Sherwood,Oregon,4.17,4.23,
SHIPLEY SCHOOL THE390485,SHIPLEY SCHOOL THE,Bryn Mawr,Pennsylvania,3.57,,
SHORECREST HIGH SCHOOL481163,SHORECREST HIGH SCHOOL,Shoreline,Washington,4.11,4.23,
SHORECREST PREPARATORY SCHOOL102026,SHORECREST PREPARATORY SCHOOL,St Petersburg,Florida,3.88,,
SHOREWOOD HIGH SCHOOL481166,SHOREWOOD HIGH SCHOOL,Shoreline,Washington,4.02,4.12,
SHREWSBURY HIGH SCHOOL221930,SHREWSBURY HIGH SCHOOL,Shrewsbury,Massachusetts,3.85,4.08,
SIDWELL FRIENDS SCHOOL090200,SIDWELL FRIENDS SCHOOL,Washington,District of Columbia,3.76,3.78,
SIGNATURE SCHOOL150966,SIGNATURE SCHOOL,Evansville,Indiana,4.06,4.06,
SILVER CREEK HIGH SCHOOL060953,SILVER CREEK HIGH SCHOOL,Longmont,Colorado,4.1,4.23,
SIMSBURY HIGH SCHOOL070675,SIMSBURY HIGH SCHOOL,Simsbury,Connecticut,3.93,,
SISTERS HIGH SCHOOL381100,SISTERS HIGH SCHOOL,Sisters,Oregon,4.06,4.18,
SKYLINE HIGH SCHOOL230089,SKYLINE HIGH SCHOOL,Ann Arbor,Michigan,4.02,4.09,
SKYLINE HIGH SCHOOL450397,SKYLINE HIGH SCHOOL,Salt Lake City,Utah,4.19,4.2,
SKYLINE HIGH SCHOOL480501,SKYLINE HIGH SCHOOL,Sammamish,Washington,4.05,4.09,4.06
SKYRIDGE HIGH SCHOOL450001,SKYRIDGE HIGH SCHOOL,Lehi,Utah,3.97,,
SKYVIEW HIGH SCHOOL481489,SKYVIEW HIGH SCHOOL,Vancouver,Washington,4.25,4.23,
SMITHTOWN HIGH SCHOOL EAST335001,SMITHTOWN HIGH SCHOOL EAST,Saint James,New York,4,,
SMOKY HILL HIGH SCHOOL060452,SMOKY HILL HIGH SCHOOL,Aurora,Colorado,3.86,,
SNOHOMISH SENIOR HIGH SCHOOL481210,SNOHOMISH SENIOR HIGH SCHOOL,Snohomish,Washington,3.97,4.05,
SOLON HIGH SCHOOL364700,SOLON HIGH SCHOOL,Solon,Ohio,3.88,3.96,3.94
SOMERS HIGH SCHOOL335245,SOMERS HIGH SCHOOL,Lincolndale,New York,3.81,3.85,
SOUTH ANCHORAGE HIGH SCHOOL020365,SOUTH ANCHORAGE HIGH SCHOOL,Anchorage,Alaska,4.1,4.1,
SOUTH BRUNSWICK HIGH SCHOOL310802,SOUTH BRUNSWICK HIGH SCHOOL,Monmouth Jct,New Jersey,3.99,4.07,4.12
SOUTH CAROLINA990319,SOUTH CAROLINA,n/a,South Carolina,3.71,,
SOUTH COUNTY HIGH SCHOOL471251,SOUTH COUNTY HIGH SCHOOL,Lorton,Virginia,3.81,,
SOUTH EUGENE HIGH SCHOOL380330,SOUTH EUGENE HIGH SCHOOL,Eugene,Oregon,4.24,4.23,4.32
SOUTH FORSYTH HIGH SCHOOL110922,SOUTH FORSYTH HIGH SCHOOL,Cumming,Georgia,4.04,4.03,
SOUTH HIGH SCHOOL DISTRICT 99141631,SOUTH HIGH SCHOOL DISTRICT 99,Downers Grove,Illinois,3.81,,
SOUTH HIGH SCHOOL241675,SOUTH HIGH SCHOOL,Minneapolis,Minnesota,3.8,,
SOUTH KENT SCHOOL070695,SOUTH KENT SCHOOL,South Kent,Connecticut,3.57,3.65,
SOUTH KITSAP HIGH SCHOOL480910,SOUTH KITSAP HIGH SCHOOL,Port Orchard,Washington,3.97,4.2,
SOUTH LAKES HIGH SCHOOL471826,SOUTH LAKES HIGH SCHOOL,Reston,Virginia,3.97,4.05,
SOUTH MEDFORD HIGH SCHOOL380656,SOUTH MEDFORD HIGH SCHOOL,Medford,Oregon,4.11,4.11,
SOUTH RIVER HIGH SCHOOL210494,SOUTH RIVER HIGH SCHOOL,Edgewater,Maryland,4.16,4.21,
SOUTH SALEM SENIOR HIGH SCHOOL381040,SOUTH SALEM SENIOR HIGH SCHOOL,Salem,Oregon,4.07,4.07,
SOUTHLAND COLL PREP CHARTER HS143634,SOUTHLAND COLL PREP CHARTER HS,Richton Park,Illinois,3.93,4.09,
SOUTHSIDE CHRISTIAN SCHOOL410907,SOUTHSIDE CHRISTIAN SCHOOL,Simpsonville,South Carolina,3.98,,
SOUTHWEST CAREER AND TECH ACAD290213,SOUTHWEST CAREER AND TECH ACAD,Las Vegas,Nevada,3.84,,
SOUTHWEST HIGH SCHOOL241680,SOUTHWEST HIGH SCHOOL,Minneapolis,Minnesota,4.16,4.13,
SPANISH RIVER COMMUNITY HS100136,SPANISH RIVER COMMUNITY HS,Boca Raton,Florida,3.96,4.05,
SPANISH SPRINGS HIGH SCHOOL290270,SPANISH SPRINGS HIGH SCHOOL,Sparks,Nevada,4.11,,
SPENCE SCHOOL334060,SPENCE SCHOOL,New York,New York,3.9,3.92,
SPRAGUE HIGH SCHOOL381043,SPRAGUE HIGH SCHOOL,Salem,Oregon,4.02,,
SPRING LAKE PARK HIGH SCHOOL241682,SPRING LAKE PARK HIGH SCHOOL,Spring Lake Park,Minnesota,4.04,,
SPRING VALLEY HIGH SCHOOL290202,SPRING VALLEY HIGH SCHOOL,Las Vegas,Nevada,3.91,3.95,
SPRING VALLEY HIGH SCHOOL410518,SPRING VALLEY HIGH SCHOOL,Columbia,South Carolina,4.23,,
SPRING-FORD HIGH SCHOOL394300,SPRING-FORD HIGH SCHOOL,Royersford,Pennsylvania,4.05,,
SPRINGSIDE CHESTNUT HILL393285,SPRINGSIDE CHESTNUT HILL,Philadelphia,Pennsylvania,3.93,4.02,
SPRUCE CREEK HIGH SCHOOL101437,SPRUCE CREEK HIGH SCHOOL,Port Orange,Florida,4,,
SQUALICUM HIGH SCHOOL480091,SQUALICUM HIGH SCHOOL,Bellingham,Washington,3.87,4.2,
ST ANDREWS EPISCOPAL SCHOOL440343,ST ANDREWS EPISCOPAL SCHOOL,Austin,Texas,3.83,3.9,
ST ANTHONY CATHOLIC HS446238,ST ANTHONY CATHOLIC HS,San Antonio,Texas,3.94,,
ST PAUL VI CATHOLIC HIGH SCHL470801,ST PAUL VI CATHOLIC HIGH SCHL,Chantilly,Virginia,3.83,,
STADIUM HIGH SCHOOL481395,STADIUM HIGH SCHOOL,Tacoma,Washington,4.03,4.08,
STANTON COLLEGE PREP SCHOOL100775,STANTON COLLEGE PREP SCHOOL,Jacksonville,Florida,4.01,4.04,
STAPLES HIGH SCHOOL070920,STAPLES HIGH SCHOOL,Westport,Connecticut,3.81,3.91,
STARGATE CHARTER SCHOOL061365,STARGATE CHARTER SCHOOL,Thornton,Colorado,4.15,,
STATE COLLEGE AREA HIGH SCHOOL394685,STATE COLLEGE AREA HIGH SCHOOL,State College,Pennsylvania,4,,
STATEN ISLAND TECHNICAL HS335401,STATEN ISLAND TECHNICAL HS,Staten Island,New York,4.04,4.14,
STEAMBOAT SPRINGS HIGH SCHOOL061310,STEAMBOAT SPRINGS HIGH SCHOOL,Steamboat Spring,Colorado,3.8,3.93,
STEILACOOM SENIOR HIGH SCHOOL481325,STEILACOOM SENIOR HIGH SCHOOL,Steilacoom,Washington,4.12,4.19,
STEM SCHOOL HIGHLANDS RANCH060741,STEM SCHOOL HIGHLANDS RANCH,Highlands Ranch,Colorado,4.22,,
STEPHEN F AUSTIN HIGH SCHOOL440320,STEPHEN F AUSTIN HIGH SCHOOL,Austin,Texas,3.85,,
STEPHEN F AUSTIN HIGH SCHOOL445860,STEPHEN F AUSTIN HIGH SCHOOL,Sugar Land,Texas,3.82,,
STEPHEN T MATHER HIGH SCHOOL141307,STEPHEN T MATHER HIGH SCHOOL,Chicago,Illinois,4.02,,
STILLWATER AREA SENIOR HS242450,STILLWATER AREA SENIOR HS,Stillwater,Minnesota,3.95,3.94,
STONE BRIDGE HIGH SCHOOL470139,STONE BRIDGE HIGH SCHOOL,Ashburn,Virginia,3.93,,
STONELEIGH-BURNHAM SCHOOL220925,STONELEIGH-BURNHAM SCHOOL,Greenfield,Massachusetts,3.98,3.98,
STONEY CREEK HIGH SCHOOL233201,STONEY CREEK HIGH SCHOOL,Rochester Hills,Michigan,4.04,3.99,
STONY BROOK SCHOOL335420,STONY BROOK SCHOOL,Stony Brook,New York,4.21,4.24,
STONY POINT HIGH SCHOOL446037,STONY POINT HIGH SCHOOL,Round Rock,Texas,4.07,4.06,
STORM KING SCHOOL331520,STORM KING SCHOOL,Cornwall On Huds,New York,3.82,3.82,
STRAKE JESUIT COLLEGE PREP443383,STRAKE JESUIT COLLEGE PREP,Houston,Texas,3.97,3.87,
STRATFORD HIGH SCHOOL443447,STRATFORD HIGH SCHOOL,Houston,Texas,4.1,,
STRATH HAVEN HIGH SCHOOL395015,STRATH HAVEN HIGH SCHOOL,Wallingford,Pennsylvania,3.97,3.94,
STRAWBERRY CREST HIGH SCHOOL102193,STRAWBERRY CREST HIGH SCHOOL,Dover,Florida,3.92,,
STUART HALL SCHOOL472170,STUART HALL SCHOOL,Staunton,Virginia,3.55,3.44,
STUYVESANT HIGH SCHOOL334070,STUYVESANT HIGH SCHOOL,New York,New York,3.93,3.97,3.83
SUFFIELD ACADEMY070765,SUFFIELD ACADEMY,Suffield,Connecticut,3.85,3.81,
SUMMER CREEK HIGH SCHOOL443603,SUMMER CREEK HIGH SCHOOL,Houston,Texas,4.18,,
SUMMIT COUNTRY DAY SCHOOL361120,SUMMIT COUNTRY DAY SCHOOL,Cincinnati,Ohio,4.01,4.02,
SUMMIT HIGH SCHOOL311420,SUMMIT HIGH SCHOOL,Summit,New Jersey,3.87,3.84,
SUMMIT HIGH SCHOOL380096,SUMMIT HIGH SCHOOL,Bend,Oregon,3.97,4.07,
SUMNER HIGH SCHOOL481345,SUMNER HIGH SCHOOL,Sumner,Washington,4.25,4.21,
SUN PRAIRIE HIGH SCHOOL502242,SUN PRAIRIE HIGH SCHOOL,Sun Prairie,Wisconsin,3.9,,
SUNCOAST COMMUNITY HIGH SCHOOL101466,SUNCOAST COMMUNITY HIGH SCHOOL,Riviera Beach,Florida,4.08,4.02,
SUNNYSIDE HIGH SCHOOL030525,SUNNYSIDE HIGH SCHOOL,Tucson,Arizona,3.51,,
SUNRISE MOUNTAIN HIGH SCHOOL030254,SUNRISE MOUNTAIN HIGH SCHOOL,Peoria,Arizona,4.01,,
SUNSET HIGH SCHOOL380082,SUNSET HIGH SCHOOL,Portland,Oregon,4.04,4.09,4.17
SUSAN E WAGNER HIGH SCHOOL335403,SUSAN E WAGNER HIGH SCHOOL,Staten Island,New York,3.99,3.99,
SWAMPSCOTT HIGH SCHOOL222100,SWAMPSCOTT HIGH SCHOOL,Swampscott,Massachusetts,4.12,,
SYLVANIA SOUTHVIEW HIGH SCHOOL364931,SYLVANIA SOUTHVIEW HIGH SCHOOL,Sylvania,Ohio,3.88,3.88,
SYOSSET HIGH SCHOOL335443,SYOSSET HIGH SCHOOL,Syosset,New York,3.96,3.99,3.91
T R ROBINSON HIGH SCHOOL101728,T R ROBINSON HIGH SCHOOL,Tampa,Florida,3.81,,
TABOR ACADEMY221330,TABOR ACADEMY,Marion,Massachusetts,3.74,3.87,
TAHOMA SENIOR HIGH SCHOOL480665,TAHOMA SENIOR HIGH SCHOOL,Maple Valley,Washington,4,4.14,
TALENTED AND GIFTED MAGNET SCH441814,TALENTED AND GIFTED MAGNET SCH,Dallas,Texas,3.94,,
TALLULAH FALLS SCHOOL112930,TALLULAH FALLS SCHOOL,Tallulah Falls,Georgia,3.96,3.96,
TAOS HIGH SCHOOL320675,TAOS HIGH SCHOOL,Taos,New Mexico,3.92,,
TAYLOR ALLDERDICE HIGH SCHOOL393925,TAYLOR ALLDERDICE HIGH SCHOOL,Pittsburgh,Pennsylvania,4.07,,
TC WILLIAMS HIGH SCHOOL470051,TC WILLIAMS HIGH SCHOOL,Alexandria,Virginia,3.96,4.02,
TELLURIDE HIGH SCHOOL061350,TELLURIDE HIGH SCHOOL,Telluride,Colorado,3.91,,
TENAFLY HIGH SCHOOL311455,TENAFLY HIGH SCHOOL,Tenafly,New Jersey,3.87,3.99,
TERRE HAUTE SOUTH VIGO HS153430,TERRE HAUTE SOUTH VIGO HS,Terre Haute,Indiana,4.26,,
TEXAS ACADEMY MATH & SCIENCE441954,TEXAS ACADEMY MATH & SCIENCE,Denton,Texas,4.08,4.06,
TEXAS990322,TEXAS,n/a,Texas,3.93,4.04,
THAYER ACADEMY220425,THAYER ACADEMY,Braintree,Massachusetts,3.83,3.92,
THE BUSH SCHOOL481085,THE BUSH SCHOOL,Seattle,Washington,3.72,3.74,
THE GOVERNOR'S ACADEMY221995,THE GOVERNOR'S ACADEMY,Byfield,Massachusetts,3.96,3.95,
THE HAVERFORD SCHOOL391700,THE HAVERFORD SCHOOL,Haverford,Pennsylvania,3.64,,
THE OVERLAKE SCHOOL480073,THE OVERLAKE SCHOOL,Redmond,Washington,3.92,3.95,
THE TAFT SCHOOL070880,THE TAFT SCHOOL,Watertown,Connecticut,3.96,4.02,
THE WESTMINSTER SCHOOLS110256,THE WESTMINSTER SCHOOLS,Atlanta,Georgia,3.96,4.02,3.96
THOMAS JEFFERSON HIGH SCHOOL480058,THOMAS JEFFERSON HIGH SCHOOL,Auburn,Washington,4.05,4.24,
THOMAS JEFFERSON HS SCI/TEC470054,THOMAS JEFFERSON HS SCI/TEC,Alexandria,Virginia,4.03,4.06,4.01
THOMAS JEFFERSON SCHOOL263105,THOMAS JEFFERSON SCHOOL,Saint Louis,Missouri,3.82,,
THOMAS SPRIGG WOOTTON HS210909,THOMAS SPRIGG WOOTTON HS,Rockville,Maryland,3.98,4.07,4.15
THORNTON ACADEMY200875,THORNTON ACADEMY,Saco,Maine,3.67,3.68,
THORNTON TOWNSHIP HIGH SCHOOL142215,THORNTON TOWNSHIP HIGH SCHOOL,Harvey,Illinois,4.13,,
THUNDERRIDGE HIGH SCHOOL060746,THUNDERRIDGE HIGH SCHOOL,Highlands Ranch,Colorado,4.12,,
TIGARD SENIOR HIGH SCHOOL381160,TIGARD SENIOR HIGH SCHOOL,Tigard,Oregon,4.06,4.04,
TIMBER CREEK HIGH SCHOOL101641,TIMBER CREEK HIGH SCHOOL,Orlando,Florida,4.01,,
TIMBERLINE HIGH SCHOOL130054,TIMBERLINE HIGH SCHOOL,Boise,Idaho,4.16,4.17,
TIMPVIEW HIGH SCHOOL450326,TIMPVIEW HIGH SCHOOL,Provo,Utah,4.05,4.05,
TMI EPISCOPAL SCHOOL OF TX446255,TMI EPISCOPAL SCHOOL OF TX,San Antonio,Texas,4.12,4.18,
TOM C CLARK HIGH SCHOOL446261,TOM C CLARK HIGH SCHOOL,San Antonio,Texas,4.01,,
TOMBALL HIGH SCHOOL447043,TOMBALL HIGH SCHOOL,Tomball,Texas,3.95,4.11,
TOMBALL MEMORIAL HIGH SCHOOL447044,TOMBALL MEMORIAL HIGH SCHOOL,Tomball,Texas,3.7,,
TOWER HILL SCHOOL080205,TOWER HILL SCHOOL,Wilmington,Delaware,3.88,,
TOWNSEND HARRIS HS331934,TOWNSEND HARRIS HS,Flushing,New York,4.12,4.16,
TOWSON HIGH SCHOOL211035,TOWSON HIGH SCHOOL,Towson,Maryland,3.86,3.96,
TREVOR DAY SCHOOL334114,TREVOR DAY SCHOOL,New York,New York,3.87,,
TRINITY CATHOLIC HIGH SCHOOL070752,TRINITY CATHOLIC HIGH SCHOOL,Stamford,Connecticut,3.22,,
TRINITY SCHOOL334090,TRINITY SCHOOL,New York,New York,3.64,3.86,
TRINITY VALLEY SCHOOL442572,TRINITY VALLEY SCHOOL,Fort Worth,Texas,4.09,4.13,
TRINITY-PAWLING SCHOOL334440,TRINITY-PAWLING SCHOOL,Pawling,New York,4.02,4.02,
TROY HIGH SCHOOL233603,TROY HIGH SCHOOL,Troy,Michigan,4.05,4.12,
TRUMBULL HIGH SCHOOL070800,TRUMBULL HIGH SCHOOL,Trumbull,Connecticut,3.91,,
TUALATIN HIGH SCHOOL381163,TUALATIN HIGH SCHOOL,Tualatin,Oregon,4.07,4.05,
TUCSON HIGH MAGNET SCHOOL030530,TUCSON HIGH MAGNET SCHOOL,Tucson,Arizona,4.06,4.1,
TWIN FALLS HIGH SCHOOL130635,TWIN FALLS HIGH SCHOOL,Twin Falls,Idaho,4.05,,
UNION CATHOLIC REGIONAL HS311362,UNION CATHOLIC REGIONAL HS,Scotch Plains,New Jersey,3.59,,
UNION COUNTY MAGNET HS311353,UNION COUNTY MAGNET HS,Scotch Plains,New Jersey,4.05,4.05,4.01
UNION HIGH SCHOOL480139,UNION HIGH SCHOOL,Camas,Washington,4.08,4.24,
UNIONVILLE HIGH SCHOOL394955,UNIONVILLE HIGH SCHOOL,Kennett Square,Pennsylvania,4.11,,
UNITED NATIONS INTERNATL SCH333423,UNITED NATIONS INTERNATL SCH,New York,New York,3.97,3.98,
UNIV OF CHICAGO LABORATORY HS141335,UNIV OF CHICAGO LABORATORY HS,Chicago,Illinois,3.84,3.84,3.97
UNIVERSITY HIGH SCHOOL INDIANA150448,UNIVERSITY HIGH SCHOOL INDIANA,Carmel,Indiana,4.14,4.15,
UNIVERSITY HIGH SCHOOL030488,UNIVERSITY HIGH SCHOOL,Tucson,Arizona,4.13,4.24,
UNIVERSITY HIGH SCHOOL101309,UNIVERSITY HIGH SCHOOL,Orlando,Florida,4.16,4.17,
UNIVERSITY HIGH SCHOOL481297,UNIVERSITY HIGH SCHOOL,Spokane Valley,Washington,4.26,,
UNIVERSITY LABORATORY HS144180,UNIVERSITY LABORATORY HS,Urbana,Illinois,4.01,,
UNIVERSITY LABORATORY SCHOOL120115,UNIVERSITY LABORATORY SCHOOL,Honolulu,Hawaii,3.92,3.92,
UNIVERSITY NC SCH OF THE ARTS344438,UNIVERSITY NC SCH OF THE ARTS,Winston Salem,North Carolina,3.87,,
UNIVERSITY OF NEBRASKA HS281316,UNIVERSITY OF NEBRASKA HS,Lincoln,Nebraska,3.64,,
UNIVERSITY OF TEXAS AUSTIN HS440344,UNIVERSITY OF TEXAS AUSTIN HS,Austin,Texas,3.73,,
UNIVERSITY PREPARATORY ACADEMY481169,UNIVERSITY PREPARATORY ACADEMY,Seattle,Washington,3.77,3.79,
UNIVERSITY SCHOOL MILWAUKEE501390,UNIVERSITY SCHOOL MILWAUKEE,Milwaukee,Wisconsin,4.09,4.09,
